listing_id,area_sqm,rooms,price_cold,lv95_east,lv95_north,population
1973,78,3.0,1790,2554816.5,1188558.125,62.0
1974,111,4.0,2900,2688530.5,1250739.875,
1975,68,3.0,1670,2679374.0,1250376.25,
1976,27,1.0,850,2758651.75,1260537.75,18.0
1977,78,4.0,3250,2498219.75,1119971.25,18.0
1978,32,1.0,850,2574637.25,1185631.25,40.0
1980,25,1.0,900,2606651.0,1129207.5,5.0
1981,28,1.0,900,2592697.5,1119685.375,75.0
1982,62,2.0,2085,2687025.75,1234871.0,239.0
1983,88,4.0,1008,2586074.0,1182806.375,48.0
1984,66,3.0,1400,2537997.25,1153886.0,167.0
1985,56,3.0,1060,2610415.5,1215604.5,83.0
1986,89,3.0,1470,2619035.75,1235446.0,52.0
1987,70,3.0,1410,2577518.25,1183526.5,189.0
1988,134,5.0,2820,2590510.0,1213795.0,49.0
1989,63,3.0,1350,2601832.25,1201596.625,176.0
1990,130,4.0,1600,2583873.0,1231541.25,105.0
1991,95,4.0,1680,2574747.5,1182521.875,124.0
1992,32,1.0,1170,2718241.5,1096408.25,221.0
1993,38,1.0,1225,2718561.75,1096750.125,68.0
1994,92,4.0,1600,2563151.25,1129916.875,148.0
1995,50,2.0,1930,2690756.5,1253953.75,52.0
1996,105,4.0,1830,2578262.25,1181535.25,66.0
1997,139,5.0,2390,2613588.25,1263552.875,118.0
1998,122,5.0,1930,2612146.5,1260731.5,55.0
1999,142,3.0,4300,2704480.75,1231668.125,158.0
2000,92,1.0,2240,2691049.75,1275423.875,5.0
2001,129,4.0,2150,2718717.75,1228808.0,19.0
2002,112,3.0,1950,2538812.5,1174189.875,62.0
2003,93,3.0,3250,2695327.0,1229688.0,5.0
2004,45,2.0,1500,2604730.0,1129117.875,29.0
2005,130,7.0,1100,2699347.25,1149726.375,7.0
2006,69,2.0,2070,2611324.0,1267036.125,30.0
2007,120,5.0,2502,2693276.25,1231580.0,54.0
2008,74,2.0,2500,2559877.75,1142226.125,46.0
2009,68,3.0,1100,2728598.0,1256425.5,112.0
2010,74,3.0,840,2552860.25,1215870.625,162.0
2011,92,3.0,3010,2501456.5,1117291.0,246.0
2012,78,3.0,1952,2533694.0,1155965.0,427.0
2013,95,3.0,1320,2643267.25,1220064.625,3.0
2014,30,1.0,1100,2499148.75,1118217.375,358.0
2015,100,4.0,1700,2613896.75,1210711.125,46.0
2016,50,2.0,1480,2583785.25,1116550.375,20.0
2017,112,4.0,1530,2582378.75,1243180.75,98.0
2018,50,1.0,2100,2500385.5,1117510.75,211.0
2019,76,3.0,2050,2673824.0,1249851.125,206.0
2020,157,4.0,2220,2749593.0,1185165.0,21.0
2021,27,1.0,890,2739420.25,1186430.875,46.0
2022,105,4.0,2080,2578789.0,1199881.875,51.0
2024,28,1.0,1089,2499613.5,1116505.5,126.0
2025,90,3.0,1880,2730153.75,1270493.0,5.0
2026,86,3.0,1680,2655638.25,1271669.75,70.0
2027,17,1.0,1090,2663801.0,1209589.125,150.0
2028,87,3.0,1510,2577339.25,1182665.625,141.0
2029,35,1.0,1390,2680284.5,1247428.125,163.0
2031,124,4.0,3500,2587407.25,1192954.25,3.0
2032,52,2.0,1300,2705743.5,1114334.75,94.0
2033,105,4.0,1695,2613830.75,1212174.5,16.0
2034,60,3.0,1250,2715349.75,1096337.625,22.0
2035,124,4.0,2400,2757852.25,1190829.0,90.0
2036,61,3.0,1190,2562135.5,1205045.0,261.0
2037,147,5.0,1600,2738605.25,1270782.125,3.0
2039,88,3.0,1610,2701116.75,1262524.375,46.0
2040,76,3.0,1370,2607953.0,1227979.625,145.0
2041,57,2.0,1240,2723596.25,1119252.25,19.0
2042,65,3.0,1150,2596378.25,1192856.5,123.0
2043,97,3.0,1900,2744053.0,1217327.75,3.0
2044,80,4.0,950,2566616.25,1222910.25,3.0
2045,35,1.0,1350,2622482.0,1261816.625,29.0
2046,81,3.0,1450,2571724.25,1161685.75,97.0
2047,80,3.0,1810,2641378.25,1229547.75,64.0
2048,72,3.0,1780,2614623.5,1265103.125,22.0
2049,81,3.0,1700,2606540.25,1126663.25,28.0
2050,112,4.0,1400,2582339.5,1242961.0,3.0
2051,160,6.0,3800,2559767.25,1143034.75,19.0
2052,86,3.0,1700,2691810.25,1286728.5,63.0
2053,34,1.0,1250,2695435.5,1260717.125,148.0
2054,90,3.0,1590,2626458.25,1219641.625,3.0
2055,88,3.0,2020,2538249.0,1151717.125,109.0
2056,110,3.0,2000,2548681.25,1149930.75,101.0
2057,60,3.0,1500,2638846.0,1236390.625,41.0
2058,89,3.0,1690,2585136.5,1220626.75,151.0
2059,99,3.0,1800,2669746.5,1246576.5,101.0
2060,69,3.0,1770,2673520.75,1250032.0,210.0
2061,80,3.0,1900,2670892.0,1266519.875,61.0
2062,72,3.0,2030,2531583.75,1156236.125,152.0
2063,118,5.0,2050,2624883.75,1258267.0,138.0
2064,96,6.0,2852,2497557.25,1119892.125,133.0
2065,186,4.0,2680,2620173.25,1173606.25,37.0
2066,58,2.0,1600,2734902.25,1219588.625,10.0
2068,47,2.0,1440,2586128.0,1117522.5,30.0
2069,73,4.0,1650,2582902.0,1205508.375,
2070,79,2.0,2100,2683531.0,1253910.625,84.0
2071,120,4.0,2200,2593977.75,1120110.125,119.0
2072,77,4.0,1450,2560882.75,1204675.625,26.0
2073,89,2.0,1580,2629351.0,1256410.125,99.0
2074,44,1.0,850,2583295.5,1184789.75,11.0
2076,54,2.0,1250,2573093.5,1178417.125,57.0
2077,89,3.0,2130,2761663.25,1200168.0,32.0
2078,112,4.0,1950,2638358.25,1244136.0,54.0
2079,83,3.0,1800,2569015.0,1173450.5,20.0
2080,89,4.0,1600,2614321.5,1266830.25,167.0
2081,94,3.0,1800,2739656.25,1268343.0,26.0
2082,79,4.0,1950,2518410.25,1156495.125,82.0
2083,30,2.0,1200,2701294.5,1202882.625,3.0
2084,65,3.0,1650,2603491.25,1201041.5,121.0
2085,67,3.0,1650,2555952.75,1145440.375,79.0
2086,81,3.0,1780,2702221.25,1241917.0,64.0
2087,88,3.0,1650,2626518.75,1229878.125,38.0
2088,68,3.0,2304,2686673.5,1240587.5,14.0
2090,89,4.0,1990,2746013.5,1254236.0,70.0
2091,68,3.0,1100,2569048.75,1156909.25,10.0
2092,75,3.0,2433,2684335.25,1246586.5,121.0
2093,90,3.0,1200,2705496.75,1114534.625,84.0
2094,66,2.0,1020,2518936.25,1174002.5,131.0
2095,67,3.0,1129,2558073.75,1203918.875,82.0
2096,67,2.0,1550,2571636.25,1174498.375,5.0
2098,50,2.0,1470,2583785.25,1116550.375,20.0
2099,55,2.0,2150,2682354.0,1248122.875,233.0
2100,42,2.0,1070,2750483.75,1213127.625,57.0
2101,30,2.0,900,2569794.75,1124501.75,24.0
2102,55,2.0,1055,2572120.25,1105982.625,209.0
2103,100,3.0,1900,2566131.5,1176082.875,5.0
2104,84,3.0,1976,2532407.75,1155322.375,62.0
2106,69,4.0,1650,2682771.75,1253058.375,97.0
2107,25,1.0,1100,2535074.5,1154129.75,142.0
2108,90,3.0,1240,2720035.25,1081566.625,93.0
2109,187,2.0,2650,2601395.0,1203933.0,65.0
2110,113,4.0,2240,2759597.25,1199332.125,41.0
2111,110,4.0,1100,2626510.5,1127012.625,10.0
2112,60,3.0,1320,2596589.75,1198167.5,24.0
2113,96,3.0,2560,2682720.5,1264500.25,401.0
2114,317,5.0,17000,2684272.75,1246442.625,162.0
2115,64,3.0,1340,2524193.25,1148723.25,51.0
2116,51,2.0,1750,2603158.75,1128600.125,17.0
2117,124,4.0,2130,2641040.75,1229800.625,18.0
2118,49,2.0,1380,2716914.25,1096364.875,49.0
2121,110,4.0,3420,2538265.0,1165840.0,115.0
2122,113,5.0,1900,2612670.0,1259353.75,57.0
2123,49,2.0,1490,2610413.0,1268116.875,302.0
2124,89,3.0,1850,2605071.75,1252078.75,97.0
2125,34,1.0,1000,2633759.25,1239272.5,38.0
2126,60,2.0,1550,2603914.0,1128904.0,30.0
2127,90,3.0,1790,2571795.5,1174745.875,31.0
2128,105,4.0,1910,2728165.0,1255284.875,101.0
2129,68,2.0,1360,2681261.25,1258707.75,151.0
2131,84,4.0,1350,2635325.5,1245360.25,63.0
2132,150,5.0,1430,2572585.75,1251801.75,69.0
2133,130,3.0,1300,2555917.75,1215276.875,
2134,50,2.0,1250,2718302.0,1096354.0,246.0
2135,117,5.0,1740,2720821.0,1079335.625,56.0
2136,91,3.0,1555,2571767.25,1161704.125,153.0
2137,52,2.0,1600,2688212.75,1166094.25,16.0
2138,67,4.0,1200,2604119.25,1228968.125,102.0
2139,77,3.0,1070,2634968.5,1230879.75,58.0
2140,79,3.0,1690,2585728.5,1219993.0,83.0
2141,52,1.0,1460,2530557.0,1174845.875,37.0
2142,69,3.0,1810,2498975.25,1118919.25,288.0
2143,27,1.0,680,2562135.5,1205045.0,261.0
2144,50,1.0,1945,2499760.0,1116596.125,
2145,55,2.0,1850,2678743.75,1248984.875,193.0
2146,150,4.0,2800,2589691.0,1120441.5,14.0
2147,120,4.0,2490,2560747.0,1140922.125,90.0
2148,88,4.0,1670,2743913.5,1217292.375,29.0
2149,85,3.0,2150,2641035.75,1129563.75,
2150,136,4.0,2300,2592774.5,1121311.25,36.0
2151,127,5.0,1810,2630081.75,1268612.0,88.0
2152,80,3.0,1450,2670686.75,1244742.75,39.0
2153,71,3.0,1700,2538551.75,1151498.5,189.0
2154,31,1.0,1680,2683908.0,1248622.375,129.0
2155,78,3.0,1379,2592956.25,1246128.5,13.0
2156,94,4.0,1335,2624637.0,1266375.625,280.0
2157,91,4.0,1505,2572865.75,1251652.75,60.0
2158,94,5.0,3700,2685793.75,1244710.125,64.0
2159,92,4.0,1600,2563151.25,1129916.875,148.0
2160,50,3.0,1670,2538913.75,1152761.375,85.0
2161,127,4.0,2900,2739738.0,1250908.5,8.0
2162,86,3.0,1600,2606400.0,1126469.75,80.0
2163,85,4.0,2450,2499849.5,1115468.0,93.0
2164,75,2.0,1050,2719328.0,1099075.0,44.0
2165,85,3.0,3240,2679374.0,1250376.25,
2166,99,4.0,1960,2701382.0,1247301.875,67.0
2167,90,4.0,1100,2600599.25,1113203.75,12.0
2168,90,3.0,1150,2723946.75,1078183.375,42.0
2169,47,2.0,1300,2563397.75,1129246.5,95.0
2170,80,3.0,730,2732672.25,1264850.0,89.0
2171,35,1.0,760,2613720.75,1266610.25,196.0
2172,72,3.0,1600,2664290.0,1260090.25,167.0
2173,81,3.0,2540,2664798.5,1211870.0,42.0
2174,105,4.0,2750,2682745.25,1264578.875,401.0
2175,57,3.0,770,2595404.75,1243152.125,36.0
2176,98,3.0,2490,2665638.5,1210335.125,
2177,164,5.0,4021,2610668.25,1267485.25,128.0
2178,88,3.0,2860,2684909.5,1253259.5,225.0
2179,107,3.0,4441,2680712.5,1249507.625,149.0
2180,75,2.0,1450,2768190.25,1249924.875,
2181,74,3.0,2000,2541314.25,1155606.0,70.0
2182,122,4.0,2100,2762224.5,1252105.375,46.0
2183,73,3.0,1590,2704877.25,1114059.25,30.0
2184,115,4.0,2200,2599751.0,1199404.75,10.0
2185,54,3.0,1740,2665638.5,1210335.125,
2186,65,2.0,2000,2676354.0,1259972.375,24.0
2187,113,4.0,1950,2751467.25,1213081.875,85.0
2188,33,1.0,950,2579188.25,1173654.25,
2189,100,4.0,1400,2623606.0,1202766.125,17.0
2190,60,3.0,1410,2604116.0,1200149.375,24.0
2192,55,2.0,1900,2677267.75,1226137.75,133.0
2193,90,3.0,1750,2716533.0,1096002.75,194.0
2194,83,3.0,1300,2616377.25,1207390.875,45.0
2195,62,2.0,1810,2677517.75,1255990.25,125.0
2196,60,3.0,900,2718133.25,1133872.875,46.0
2197,100,3.0,1350,2714729.75,1106172.0,10.0
2198,94,3.0,1600,2724158.25,1217086.125,120.0
2199,54,2.0,1140,2644024.25,1130877.75,33.0
2200,105,3.0,3250,2544564.5,1149398.125,34.0
2201,57,3.0,1860,2665540.5,1212264.875,89.0
2202,88,4.0,1500,2635809.0,1222428.375,11.0
2203,80,3.0,980,2724705.25,1207803.125,44.0
2204,100,4.0,922,2612745.25,1266942.875,101.0
2205,46,2.0,2090,2682526.25,1247545.125,109.0
2206,30,1.0,890,2747960.25,1255381.375,184.0
2207,147,4.0,2840,2688542.0,1280002.75,54.0
2208,85,4.0,1427,2584718.0,1218364.375,93.0
2209,30,1.0,1250,2666438.25,1257825.0,97.0
2210,11,1.0,1090,2682562.75,1244113.625,41.0
2211,61,2.0,1450,2609401.0,1262747.125,45.0
2212,120,5.0,2000,2666262.75,1223110.375,5.0
2213,103,5.0,1830,2634700.0,1127013.0,84.0
2214,150,4.0,2050,2562463.25,1180910.5,12.0
2215,74,3.0,1510,2608215.25,1259477.625,159.0
2217,68,3.0,1570,2536372.75,1153993.5,242.0
2218,90,3.0,1990,2590748.5,1193195.625,
2219,93,3.0,1320,2578262.25,1181535.25,66.0
2220,145,3.0,2610,2555869.75,1136898.625,48.0
2221,60,2.0,2800,2697345.75,1227907.5,48.0
2222,65,2.0,1500,2664801.75,1214114.25,184.0
2223,67,3.0,1900,2539338.25,1152852.5,209.0
2224,30,1.0,880,2604729.0,1252449.75,130.0
2225,44,2.0,895,2576674.0,1250408.25,6.0
2226,99,4.0,1350,2558563.25,1204407.0,80.0
2227,140,5.0,2000,2611267.25,1226184.0,42.0
2228,143,3.0,1040,2581726.0,1229830.625,33.0
2229,110,3.0,2950,2536374.5,1155220.875,
2231,110,3.0,3500,2671880.75,1214386.75,8.0
2232,48,2.0,1700,2700002.25,1262136.75,363.0
2233,75,3.0,1682,2548688.5,1160856.5,15.0
2234,98,3.0,1515,2740865.5,1268446.125,184.0
2235,49,2.0,1420,2598563.25,1197230.25,84.0
2236,73,4.0,1180,2587560.25,1218876.25,141.0
2237,47,2.0,1831,2538675.25,1151390.75,83.0
2238,110,4.0,1980,2597076.5,1123157.25,7.0
2239,46,2.0,1450,2534760.75,1154200.75,163.0
2240,49,2.0,1060,2611310.0,1268525.5,323.0
2241,80,4.0,850,2554057.5,1217396.25,110.0
2242,54,2.0,1310,2538265.75,1188561.625,72.0
2243,52,1.0,1110,2609798.75,1265966.125,73.0
2244,71,3.0,1530,2575303.5,1109481.125,124.0
2245,56,3.0,1200,2661204.5,1245093.125,174.0
2246,74,2.0,2315,2685432.5,1238785.375,186.0
2248,50,2.0,1500,2630428.75,1267622.125,63.0
2249,69,2.0,1575,2598852.0,1199260.75,119.0
2250,20,1.0,871,2534268.0,1154649.375,179.0
2251,58,2.0,1420,2734846.0,1219453.125,22.0
2252,90,4.0,2220,2612505.75,1259710.125,
2253,64,3.0,1380,2623774.25,1242581.25,16.0
2254,75,3.0,1000,2573502.5,1230275.0,51.0
2255,83,3.0,2780,2695532.0,1234500.625,96.0
2256,70,3.0,1598,2615762.5,1269258.0,47.0
2257,111,4.0,1990,2758906.25,1239965.375,
2258,70,3.0,1520,2614267.5,1211889.25,81.0
2259,93,4.0,1770,2608089.5,1259305.5,86.0
2260,85,4.0,2250,2694062.25,1235581.125,115.0
2262,59,2.0,1450,2656586.0,1240815.625,87.0
2263,57,3.0,1050,2747342.0,1256368.0,69.0
2264,53,1.0,1120,2588304.25,1221653.0,85.0
2266,56,2.0,1690,2695497.5,1229278.875,51.0
2267,40,1.0,1100,2712676.75,1236000.125,58.0
2268,64,2.0,1450,2569405.5,1162587.875,95.0
2269,87,2.0,2090,2594501.0,1187408.0,9.0
2270,60,2.0,1180,2722301.75,1116781.5,118.0
2271,50,2.0,510,2548069.5,1212473.5,100.0
2272,78,4.0,2190,2599882.25,1200414.125,197.0
2273,51,2.0,1460,2596403.5,1199384.875,252.0
2274,64,3.0,1810,2623920.5,1128646.125,
2275,95,3.0,1500,2617159.5,1207322.5,55.0
2276,38,2.0,1250,2690203.0,1255353.0,67.0
2277,112,4.0,2500,2667134.75,1222858.0,25.0
2278,81,3.0,1450,2571711.75,1161687.375,97.0
2279,76,2.0,1450,2659252.25,1260160.25,3.0
2280,124,3.0,1500,2612786.25,1182301.0,39.0
2281,108,4.0,2100,2578253.0,1180560.0,
2282,80,3.0,2874,2604138.75,1187428.875,3.0
2284,59,2.0,970,2712644.5,1233284.875,89.0
2285,55,1.0,1080,2571307.5,1211241.25,25.0
2286,59,2.0,1320,2567269.0,1128889.0,7.0
2287,38,1.0,1045,2718505.75,1096493.25,212.0
2288,54,2.0,1100,2607812.75,1259071.0,54.0
2289,75,2.0,1650,2680320.75,1252755.875,165.0
2290,45,2.0,1750,2554754.5,1146631.625,359.0
2291,110,3.0,1659,2686640.5,1263327.75,102.0
2292,90,3.0,2200,2632618.25,1169585.0,39.0
2293,79,3.0,1820,2554816.5,1188558.125,62.0
2294,70,3.0,2035,2694578.75,1253773.375,149.0
2295,100,3.0,1820,2732490.5,1278119.625,58.0
2296,54,2.0,1850,2676092.25,1250505.875,57.0
2297,31,1.0,1170,2539742.5,1154444.5,358.0
2298,43,3.0,880,2736301.5,1263014.5,4.0
2299,66,3.0,1490,2600272.75,1201771.0,81.0
2300,86,3.0,2090,2611316.75,1260378.875,53.0
2301,47,2.0,1440,2586128.0,1117522.5,30.0
2302,120,5.0,3950,2676175.25,1214992.0,147.0
2303,63,3.0,1450,2612774.5,1263890.0,132.0
2304,60,3.0,1200,2612825.0,1239750.0,10.0
2305,100,3.0,1150,2716812.25,1260365.375,63.0
2306,82,4.0,1440,2571240.0,1163548.75,95.0
2307,60,2.0,1100,2713213.25,1100704.375,31.0
2308,92,3.0,1179,2627033.75,1210370.875,15.0
2309,39,1.0,730,2501610.25,1144703.75,80.0
2310,91,4.0,1515,2754266.0,1259987.125,174.0
2311,97,2.0,2375,2688084.25,1244819.5,55.0
2312,100,3.0,2200,2635262.0,1241033.5,37.0
2313,85,3.0,1900,2663943.5,1265884.125,19.0
2314,55,2.0,1800,2706871.0,1279701.875,62.0
2315,25,1.0,1100,2557804.0,1143680.25,304.0
2316,55,3.0,2012,2498352.75,1118165.25,118.0
2317,60,2.0,1250,2715349.75,1096337.625,22.0
2318,60,3.0,1000,2594573.0,1225069.625,36.0
2319,30,1.0,750,2683328.5,1263844.25,99.0
2321,73,3.0,1539,2670778.5,1246438.875,41.0
2322,58,2.0,1530,2668677.25,1244383.0,60.0
2323,48,2.0,1120,2561174.75,1204698.5,183.0
2324,70,2.0,1300,2760442.0,1204536.25,18.0
2325,175,4.0,2031,2686211.75,1264829.5,51.0
2326,72,2.0,1050,2688608.25,1281804.0,46.0
2327,30,1.0,636,2637691.0,1237340.75,55.0
2328,45,1.0,2340,2684015.75,1247474.875,13.0
2329,113,5.0,1860,2612670.0,1259353.75,57.0
2330,70,2.0,1200,2717219.75,1112375.875,84.0
2331,73,3.0,2000,2721256.25,1114430.375,31.0
2332,85,3.0,1490,2704796.25,1113201.375,89.0
2333,100,2.0,1880,2611796.0,1268740.625,323.0
2335,117,5.0,1890,2760061.0,1249279.375,72.0
2336,110,4.0,2200,2671508.25,1193061.375,7.0
2337,76,3.0,1615,2611888.0,1267035.75,100.0
2338,69,3.0,1640,2611739.25,1265532.875,309.0
2339,72,3.0,1575,2577658.0,1183403.875,223.0
2340,98,3.0,1755,2740896.75,1268391.125,56.0
2341,54,2.0,1285,2577479.0,1183438.875,165.0
2342,77,2.0,1870,2691558.75,1248925.375,72.0
2343,80,4.0,1040,2562666.0,1220411.0,
2344,35,1.0,885,2613896.75,1210711.125,46.0
2345,55,1.0,1790,2684463.0,1240960.125,60.0
2346,70,3.0,810,2527725.5,1191139.875,7.0
2347,65,3.0,900,2582492.75,1230813.0,79.0
2349,57,2.0,1100,2723658.5,1119193.5,107.0
2350,60,3.0,800,2558294.5,1211794.5,73.0
2351,165,4.0,2950,2714174.0,1086857.625,
2352,140,3.0,2300,2716790.0,1095188.0,6.0
2353,86,2.0,1220,2584407.5,1115350.625,70.0
2354,75,3.0,1390,2611687.0,1266043.875,40.0
2355,55,2.0,1100,2586797.75,1222300.875,109.0
2356,55,2.0,1750,2615727.0,1270261.125,80.0
2357,84,2.0,1830,2693543.25,1235979.125,110.0
2358,64,2.0,2970,2684018.75,1248285.75,135.0
2359,34,1.0,990,2559016.0,1203733.375,155.0
2360,63,2.0,1460,2578283.75,1180553.875,
2361,75,3.0,1680,2624883.75,1258267.0,138.0
2362,90,4.0,2120,2702399.0,1241121.625,63.0
2363,44,1.0,1760,2506437.25,1138425.75,125.0
2364,116,4.0,2010,2722436.0,1258314.125,132.0
2365,76,3.0,1800,2615726.25,1270232.5,80.0
2366,68,3.0,890,2566310.0,1220376.625,
2367,100,4.0,2680,2501930.0,1138670.0,28.0
2368,65,2.0,1150,2701899.0,1113444.25,48.0
2369,70,2.0,1340,2636450.75,1244126.875,141.0
2370,42,3.0,1120,2645948.25,1250308.75,124.0
2372,129,4.0,1980,2635272.75,1239639.75,67.0
2373,40,1.0,800,2592637.75,1213403.25,20.0
2375,123,5.0,2800,2612056.5,1266862.0,111.0
2376,101,4.0,1660,2647899.25,1250081.75,28.0
2377,55,2.0,1550,2578298.75,1180659.875,127.0
2378,79,3.0,1820,2578348.25,1180421.75,30.0
2379,63,2.0,1420,2554394.0,1200140.0,44.0
2380,108,4.0,2890,2541773.25,1151741.875,54.0
2381,100,3.0,3130,2696473.0,1252495.0,35.0
2382,120,4.0,2170,2675247.0,1232101.0,12.0
2383,78,3.0,700,2720022.25,1081102.5,26.0
2384,83,3.0,2150,2519390.0,1149950.0,120.0
2385,61,3.0,1160,2635654.0,1243877.875,144.0
2386,26,1.0,890,2609442.0,1228950.375,229.0
2387,105,4.0,1590,2552903.5,1216245.125,43.0
2388,47,2.0,1200,2535917.5,1157521.0,144.0
2389,46,2.0,2350,2500125.5,1117607.375,192.0
2390,58,2.0,1250,2690107.5,1284452.375,97.0
2391,63,2.0,1210,2613731.0,1267431.0,124.0
2393,61,3.0,1240,2566229.0,1123079.625,50.0
2395,95,4.0,1500,2755708.0,1190538.125,55.0
2396,94,4.0,2050,2664085.75,1213357.375,
2398,40,1.0,950,2732841.0,1264913.875,29.0
2400,110,4.0,1950,2632519.0,1170451.0,50.0
2401,65,3.0,1700,2705551.5,1231492.625,115.0
2402,162,4.0,4520,2678743.75,1248984.875,193.0
2403,59,2.0,1484,2554156.75,1200618.75,103.0
2404,40,1.0,750,2552340.5,1215905.125,197.0
2405,124,4.0,2600,2681877.25,1240003.125,66.0
2406,48,2.0,890,2563702.25,1206887.5,234.0
2407,69,3.0,1755,2699473.5,1263510.75,174.0
2408,90,3.0,4670,2683932.5,1245619.375,11.0
2409,66,3.0,1750,2607672.75,1227932.875,78.0
2410,120,3.0,1490,2630948.5,1218449.625,44.0
2411,80,4.0,2000,2729866.0,1278180.5,16.0
2412,209,5.0,2450,2748310.75,1255325.375,24.0
2413,72,2.0,2670,2688542.0,1280002.75,54.0
2415,103,4.0,1850,2565790.75,1163691.5,40.0
2416,62,2.0,1345,2663924.75,1260235.875,187.0
2417,15,1.0,800,2559073.25,1144193.5,36.0
2418,65,3.0,1190,2596785.25,1199532.875,123.0
2419,50,3.0,1380,2707905.5,1266624.75,
2420,128,4.0,1700,2575023.0,1182437.375,79.0
2421,70,3.0,1150,2724144.5,1077211.125,
2422,70,1.0,800,2555917.75,1215276.875,
2423,90,3.0,1550,2596792.0,1226306.75,25.0
2424,120,4.0,2490,2641649.75,1259573.0,3.0
2425,73,2.0,1210,2728426.0,1255255.5,18.0
2426,20,1.0,1100,2535514.75,1156238.25,18.0
2427,64,3.0,1700,2498916.25,1118534.125,280.0
2428,72,3.0,2040,2600881.0,1201015.625,154.0
2430,136,6.0,5400,2500547.0,1117605.125,92.0
2431,27,1.0,900,2573933.0,1105900.25,43.0
2432,63,2.0,2350,2683361.75,1248905.625,179.0
2433,81,4.0,868,2573265.25,1252037.5,25.0
2434,82,3.0,1690,2609385.25,1191020.375,102.0
2435,103,5.0,1390,2699171.75,1220813.875,42.0
2436,114,4.0,2490,2681416.5,1269518.875,111.0
2437,82,4.0,1400,2718884.0,1081044.625,16.0
2438,107,4.0,1900,2611998.5,1257812.375,88.0
2439,35,1.0,1100,2611011.25,1266224.0,121.0
2440,48,3.0,1300,2702422.5,1113700.75,65.0
2443,69,2.0,1830,2611317.5,1266944.25,73.0
2444,160,5.0,1450,2537887.25,1197191.5,59.0
2445,90,3.0,1880,2730190.0,1271670.0,4.0
2446,117,4.0,2200,2730190.0,1271670.0,4.0
2447,53,2.0,710,2574680.25,1161720.125,15.0
2448,114,3.0,3500,2699427.25,1220446.5,199.0
2449,89,3.0,2130,2761663.25,1200168.0,32.0
2450,89,4.0,993,2547689.0,1211997.875,123.0
2451,63,2.0,1210,2748248.0,1256310.625,97.0
2452,20,2.0,650,2729173.5,1267963.625,53.0
2453,90,4.0,1835,2741164.5,1253385.75,107.0
2454,115,4.0,1550,2765937.25,1257716.875,76.0
2455,65,2.0,1150,2545730.75,1193602.5,28.0
2456,78,3.0,1530,2616030.0,1264051.125,95.0
2457,55,2.0,1470,2536775.0,1153475.0,11.0
2458,70,2.0,1000,2700439.75,1120131.625,54.0
2459,83,4.0,1550,2621755.25,1260316.875,111.0
2460,67,1.0,1920,2684465.75,1252564.0,249.0
2461,99,4.0,3900,2677920.25,1254691.875,37.0
2462,43,1.0,990,2653320.0,1247525.625,
2463,60,2.0,1000,2721070.5,1126240.125,28.0
2464,34,1.0,840,2559016.0,1203733.375,155.0
2465,73,3.0,1480,2690741.25,1214540.0,56.0
2466,64,3.0,1005,2589490.25,1221076.125,42.0
2467,90,4.0,1040,2758875.5,1240506.5,35.0
2468,65,2.0,950,2595152.5,1236477.25,23.0
2469,139,5.0,1290,2570719.25,1236912.0,21.0
2470,89,3.0,1500,2538115.25,1165909.875,69.0
2471,117,4.0,2420,2621965.5,1264831.625,156.0
2472,39,1.0,1500,2500492.25,1117400.875,89.0
2473,75,3.0,1900,2681248.25,1247144.875,149.0
2474,98,4.0,2400,2500916.0,1137844.25,25.0
2475,35,2.0,1200,2518880.75,1173972.75,118.0
2476,78,3.0,1520,2600654.5,1205664.25,62.0
2477,88,3.0,1710,2578210.0,1180786.75,
2478,88,3.0,1730,2706181.75,1237120.5,108.0
2479,88,3.0,1675,2640864.75,1227149.0,41.0
2480,74,3.0,1510,2608089.5,1259305.5,86.0
2481,58,2.0,1200,2745935.25,1270523.875,80.0
2482,129,4.0,2660,2672898.0,1251391.375,105.0
2483,111,4.0,2395,2759346.25,1191144.125,86.0
2484,81,4.0,1100,2638354.0,1245968.875,36.0
2485,45,1.0,880,2641069.0,1229704.5,102.0
2486,98,3.0,1780,2604147.25,1207665.0,73.0
2487,60,3.0,1000,2754157.0,1260370.25,76.0
2488,63,2.0,2000,2691974.0,1232895.75,92.0
2489,82,3.0,1660,2759606.25,1199350.375,8.0
2490,70,3.0,1375,2722001.0,1116806.0,29.0
2491,55,2.0,1709,2539159.5,1152878.875,80.0
2492,40,2.0,1250,2643038.75,1249912.0,7.0
2493,69,2.0,2565,2688691.5,1250502.0,50.0
2494,124,4.0,2190,2575416.5,1109439.125,127.0
2495,48,2.0,1480,2758715.25,1191878.125,103.0
2496,129,3.0,3500,2671459.5,1211591.5,42.0
2499,91,3.0,1560,2703126.0,1285032.0,31.0
2500,57,3.0,1040,2587409.5,1210082.75,33.0
2501,45,2.0,1035,2747583.5,1255446.75,70.0
2502,112,3.0,1490,2720966.5,1258477.875,28.0
2503,114,4.0,1990,2655626.75,1239987.0,12.0
2504,50,2.0,1200,2645368.75,1244621.125,55.0
2505,60,2.0,1342,2610182.5,1268421.5,130.0
2506,97,3.0,1300,2562063.0,1122182.25,69.0
2507,72,2.0,1150,2643164.25,1247409.125,72.0
2508,78,3.0,1420,2577525.5,1182779.75,238.0
2509,91,3.0,1350,2588590.5,1242680.625,48.0
